LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0002341222-0001-0,RAIHAN KABIR CHOWDHURY / ZAHAN ARA CHOWDHURY,LA BUENA FE MARKET,4726 MELROSE AVENUE,LOS ANGELES,90029-3328,4726 MELROSE 90029-3328,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,05/09/2008,,"(34.0835, -118.303)"
0002618653-0001-6,SHAHID RAJI,PHIL'S DISCOUNT STORE,1451 1/2 W 3RD STREET,LOS ANGELES,90017-1678,1451 3RD 90017-1678,1451 1/2 W 3RD STREET,LOS ANGELES,90017-1678,445100,Grocery stores (including supermarkets & convenience stores without gas),1,05/31/2012,,"(34.0589, -118.2631)"
0003144668-0001-0,SPRING MINI MART,,548 S SPRING STREET   SUITE #R107,LOS ANGELES,90013-2307,548 SPRING 90013,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,09/01/2019,,"(34.046, -118.2505)"
0002644101-0001-8,BENIAM MULUGETA,HENRYS MARKET,2101 ESTRELLA AVENUE,LOS ANGELES,90007-2043,2101 ESTRELLA 90007-2043,3326 KEYSTONE AVENUE #1,LOS ANGELES,90034-8101,445100,Grocery stores (including supermarkets & convenience stores without gas),1,12/01/2012,,"(34.0325, -118.2762)"
0000031552-0001-3,SANTOS A GONZALEZ,CONCHITA MARKET,3432 N BROADWAY,LOS ANGELES,90031-2832,3432 BROADWAY 90031-2832,10346 OTIS STREET,SOUTH GATE,90280-6720,445100,Grocery stores (including supermarkets & convenience stores without gas),1,07/13/1992,,"(34.0737, -118.2047)"
0003141852-0001-3,JOEL VILLANUEVA SUAREZ,GENESIS MARKET,601 E MANCHESTER AVENUE,LOS ANGELES,90001-3630,601 MANCHESTER 90001-3630,601 E MANCHESTER AVENUE,LOS ANGELES,90001-3630,445100,Grocery stores (including supermarkets & convenience stores without gas),9,08/17/2018,,"(33.9603, -118.265)"
0002598587-0001-2,YONG KAK CHON,EXPRESS NEWS,155 S MAIN STREET UNIT #A,LOS ANGELES,90012-3701,155 MAIN 90012-3701,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,03/01/2012,,"(34.0515, -118.244)"
0000689666-0001-6,HONG CHAN BAE,FARM FRESH DAIRY,9803 AVALON BLVD,LOS ANGELES,90003-4314,9803 AVALON 90003-4314,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,12/01/1988,,"(33.9473, -118.2651)"
0000680525-0001-3,DAISY CHAVEZ,DAISY MARKET,3214 W SUNSET BLVD,LOS ANGELES,90026-2116,3214 SUNSET 90026-2116,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,04/26/2002,,"(34.0855, -118.2748)"
0000008749-0001-0,VICTOR TORRES,KATE'S MINI MARKET,660 W FLORENCE AVENUE,LOS ANGELES,90044-6104,660 FLORENCE 90044-6104,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,06/13/2003,,"(33.9746, -118.2853)"
0002450494-0001-5,MAGGIE KIM,AMIGOS MARKET,2609 W TEMPLE STREET,LOS ANGELES,90026-4821,2609 TEMPLE 90026-4821,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,07/06/2009,,"(34.0725, -118.2749)"
0000437318-0001-5,Y/B ENTERPRISES INC,SUPER BUY LIQUOR,7224 S VERMONT AVENUE,LOS ANGELES,90044-5125,7224 VERMONT 90044-5125,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,02/01/1983,,"(33.9742, -118.2914)"
0002616228-0001-1,MIGUEL ANGEL HERNANDEZ,LOS 3 HERNANDEZ MINI MARKET,1301 W JEFFERSON BLVD,LOS ANGELES,90007-3436,1301 JEFFERSON 90007-3436,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,05/15/2012,,"(34.0255, -118.2948)"
0002920577-0001-8,PHILIPPINE MARKET CORPORATION,AMERICAN RANCH AND SEAFOOD MARKET OF LA,1001 N VERMONT AVENUE,LOS ANGELES,90029-2619,1001 VERMONT 90029-2619,629 W AVENUE 26,LOS ANGELES,90065-1017,445100,Grocery stores (including supermarkets & convenience stores without gas),13,07/25/2016,,"(34.0897, -118.2921)"
0000055547-0001-4,DALLAE INC,PINCHER'S LIQUOR,5121 W PICO BLVD,LOS ANGELES,90019-4133,5121 PICO 90019-4133,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,11/01/2004,,"(34.048, -118.3497)"
0003256884-0001-1,1833 C STORE INC,7-ELEVEN STORE 39203A,1833 S VERMONT AVENUE,LOS ANGELES,90006-4525,1833 VERMONT 90006-4525,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),1,06/01/2021,,"(34.0409, -118.2917)"
0002717409-0001-7,YOUNG KYUNG PAK,FRANKS LIQUOR & MARKIET,10559 SANTA MONICA BLVD,LOS ANGELES,90025-4907,10559 SANTA MONICA 90025-4907,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),5,01/02/2014,,"(34.0547, -118.4283)"
0003197224-0001-8,NEHEMIAH K QATTARAH,ALL VEGAN BABE,5125 W WASHINGTON BLVD,LOS ANGELES,90016-1307,5125 WASHINGTON 90016,5125 W WASHINGTON BLVD,LOS ANGELES,90016-1307,445100,Grocery stores (including supermarkets & convenience stores without gas),10,05/21/2020,,"(34.0413, -118.3514)"
0000106070-0001-3,"NAT STORES GROUP, INC.",7-ELEVEN STORE 21565C,1451 S LA CIENEGA BLVD,LOS ANGELES,90035-3718,1451 LA CIENEGA 90035-3718,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),10,06/07/1984,,"(34.0518, -118.3761)"
0002615911-0001-5,LUIS ENRIQUE RODRIGUEZ,TITO'S MINI MARKET,3238 E 5TH STREET,LOS ANGELES,90063-3113,3238 5TH 90063-3113,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,05/01/2012,,"(34.0337, -118.2007)"
0002103653-0001-6,AMINA KHATOON ROB,SAN PEDRO DISCOUNT MARKET,11868 S SAN PEDRO STREET,LOS ANGELES,90061-2450,11868 SAN PEDRO 90061-2450,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),15,03/23/2006,,"(33.9252, -118.2695)"
0002464255-0001-4,LILIANA MELGAR,L & G MINI MARKET DISCOUNT,6415 1/2 S VERMONT AVENUE,LOS ANGELES,90044-3625,6415 VERMONT 90044-3625,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,09/22/2009,,"(33.9812, -118.2918)"
0000178218-0058-7,RALPHS GROCERY CO,RALPHS STORE #16,670 S WESTERN AVENUE,LOS ANGELES,90005-3024,670 WESTERN 90005-3024,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,445100,Grocery stores (including supermarkets & convenience stores without gas),10,09/11/1996,,"(34.0605, -118.309)"
0002429401-0001-5,NUMERO UNO ACQUISITIONS LLC,NUMERO UNO MARKET,4373 S VERMONT AVENUE,LOS ANGELES,90037-2411,4373 VERMONT 90037-2411,6701 WILSON AVENUE,LOS ANGELES,90001-2165,445100,Grocery stores (including supermarkets & convenience stores without gas),9,04/17/2009,,"(34.004, -118.2915)"
0000689218-0001-4,MANUEL TORRES/JENNY A TORRES,MERCADO MEXICO,3554 WHITTIER BLVD,LOS ANGELES,90023-1710,3554 WHITTIER 90023-1710,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,10/01/2002,,"(34.0259, -118.1968)"
0002687918-0001-6,PRABHSHARAN KAUR,TONY'S MARKET,104 E AVENUE 40,LOS ANGELES,90031-1513,104 AVENUE 40 90031-1513,37071 FIRETHORN STREET,PALMDALE,93550-7394,445100,Grocery stores (including supermarkets & convenience stores without gas),1,06/19/2013,,"(34.092, -118.2104)"
0000396846-0001-3,MAIN MARKET INC,MAIN MARKET,105 E 7TH STREET,LOS ANGELES,90014-2008,105 7TH 90014-2008,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,10/01/1996,,"(34.0439, -118.2512)"
0003166966-0001-2,NK MERCHANDISE,,134 W 59TH STREET,LOS ANGELES,90003-1164,134 59th 90003-1164,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,11/01/2019,,"(33.9868, -118.2751)"
0000555359-0001-8,MOHAMMAD ATIAR RAHMAN,IVY MINI MARKET,663 N HELIOTROPE DRIVE,LOS ANGELES,90004-2107,663 HELIOTROPE 90004-2107,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,07/28/2001,,"(34.083, -118.2953)"
0000305166-0001-9,AURORA B DE JESUS,UNIVERSAL GROCERY & DELICATESSEN | UNIVERSAL GROCERY AND DELI,5021 SANTA MONICA BLVD,LOS ANGELES,90029-2411,5021 SANTA MONICA 90029-2411,5021 SANTA MONICA BLVD,LOS ANGELES,90029-2411,445100,Grocery stores (including supermarkets & convenience stores without gas),13,12/11/1985,,"(34.0908, -118.299)"
0000528916-0001-1,C & P ALAGH CORPORATION,7 ELEVEN STORE 19985C | 7-ELEVEN 2126-19985,4220 EAGLE ROCK BLVD,LOS ANGELES,90065-4405,4220 EAGLE ROCK 90065-4405,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),1,06/04/1986,,"(34.1218, -118.2249)"
0002529527-0001-3,INFINITE C-STORES INC,7 ELEVEN STORE #22381C | 7-ELEVEN STORE 22381C,5138 N FIGUEROA STREET,LOS ANGELES,90042-3922,5138 FIGUEROA 90042-3922,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),1,11/01/2010,,"(34.1058, -118.2003)"
0002614624-0001-1,ANA BAUTISTA NUNEZ,GUADALUPANA MINI MARKET,5726 SANTA MONICA BLVD,LOS ANGELES,90038-3202,5726 SANTA MONICA 90038-3202,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,05/03/2012,,"(34.0907, -118.3145)"
0000224330-0001-7,JORGE A GONZALEZ,,5200 YORK BLVD,LOS ANGELES,90042-1744,5200 YORK 90042-1744,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,01/01/1994,,"(34.1206, -118.2026)"
0000075032-0005-2,BERBERIAN ENTERPRISES INC,JONS MARKET #3,3334 W 8TH STREET,LOS ANGELES,90005-2435,3334 8TH 90005-2435,5315 SANTA MONICA BLVD,LOS ANGELES,90029-1105,445100,Grocery stores (including supermarkets & convenience stores without gas),10,04/01/1984,,"(34.0576, -118.3009)"
0000901423-0001-9,TOM WON HO LEE,7-ELEVEN #18303E,4460 SANTA MONICA BLVD,LOS ANGELES,90029-2014,4460 SANTA MONICA 90029-2014,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),13,10/09/1998,,"(34.0908, -118.2863)"
0003164827-0001-0,ALONDRA MADRIGAL RODRIGUEZ,B&B MARKET,787 E 54TH STREET,LOS ANGELES,90011-4635,787 54TH 90011,787 E 54TH STREET,LOS ANGELES,90011-4635,445100,Grocery stores (including supermarkets & convenience stores without gas),9,10/01/2019,,"(33.9935, -118.261)"
0000178218-0010-2,RALPHS GROCERY CO,RALPHS GROCERY CO #274,1730 W MANCHESTER AVENUE,LOS ANGELES,90047-3034,1730 MANCHESTER 90047-3034,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,445100,Grocery stores (including supermarkets & convenience stores without gas),8,04/01/1964,,"(33.9599, -118.3076)"
0002668287-0005-7,FAMILY DOLLAR INC,FAMILY DOLLAR INC #31527,7300 S WESTERN AVENUE,LOS ANGELES,90047-2253,7300 WESTERN 90047-2253,500   VOLVO PARKWAYS,CHESAPEAKE,23320-1604,445100,Grocery stores (including supermarkets & convenience stores without gas),8,04/27/2017,,"(33.9736, -118.3086)"
0002690880-0003-9,ABDIAS SALOJ,MUNDO1AR,1604 W 6TH STREET,LOS ANGELES,90017-1002,1604 6TH 90017-1002,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,09/10/2014,,"(34.0569, -118.2691)"
0000007205-0001-9,JOSE GARCIA,WENDY'S MARKET,3354 EAGLE ROCK BLVD,LOS ANGELES,90065-2843,3354 EAGLE ROCK 90065-2843,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,05/21/2003,,"(34.1138, -118.2362)"
0002992774-0001-0,MYKAP INC,MAIN ST MARKET,3327 S MAIN STREET,LOS ANGELES,90007-4127,3327 MAIN 90007-4127,1393   VISTA ESTRADA,MONTEREY PARK,91755-5840,445100,Grocery stores (including supermarkets & convenience stores without gas),9,06/22/2017,,"(34.0191, -118.2725)"
0002326439-0001-5,LEZLY YANILETH DE LEON,YANILETH MINI STORE,7518 S MAIN STREET,LOS ANGELES,90003-2128,7518 MAIN 90003-2128,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,02/01/2008,,"(33.9714, -118.2739)"
0002797141-0001-1,DEEP HIGHLAND INC,7 ELEVEN STORE #18406D | 7 ELEVEN STORE 18406D,5000 WILSHIRE BLVD,LOS ANGELES,90036-4315,5000 WILSHIRE 90036-4315,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),4,01/09/2015,,"(34.0621, -118.3389)"
0003268454-0001-9,MONEY MAKING INC.,FIGUEROA MINI MARKET,8631 S FIGUEROA STREET,LOS ANGELES,90003-,8631 FIGUEROA 90003,8631 S FIGUEROA STREET,LOS ANGELES,90047,445100,Grocery stores (including supermarkets & convenience stores without gas),0,09/02/2021,,
0003268104-0001-6,PRINCESS STORE LLC,,2935 BEVERLY BLVD,LOS ANGELES,90057-,2935 BEVERLY 90057,2935 BEVERLY BLVD,LOS ANGELES,90057,445100,Grocery stores (including supermarkets & convenience stores without gas),0,09/25/2021,,
0003165512-0001-6,JHC MARKET INC,,8200 S CENTRAL AVENUE,LOS ANGELES,90001-3324,8200 Central 90001-3324,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),0,11/01/2019,,"(33.9646, -118.2561)"
0000537297-0001-7,GEORGE MAGALLON,VINCE'S MARKET,3250 SILVER LAKE BLVD,LOS ANGELES,90039-2254,3250 SILVER LAKE 90039-2254,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,08/02/1986,,"(34.1139, -118.2539)"
0002990576-0001-8,DONNA & BOBIN CORP,,5500   COMPTON AVENUE,LOS ANGELES,90011-4942,5500 COMPTON 90011-4942,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,06/01/2017,,"(33.9928, -118.2474)"
0003215198-0001-3,"FA HEALTH & FITNESS, LLC",PRIME SPORTS NUTRITION,928 S BROADWAY     SPACE #135,LOS ANGELES,90015-3757,928 BROADWAY 90015,928 S BROADWAY     SPACE #135,LOS ANGELES,90015-3757,445100,Grocery stores (including supermarkets & convenience stores without gas),14,10/01/2020,,"(34.0418, -118.2564)"
0000774427-0001-2,GUSTAVO ANDRADE ISABELES,LUPITA'S MARKET,2600 W JEFFERSON BLVD,LOS ANGELES,90018-3705,2600 JEFFERSON 90018-3705,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,04/02/2001,,"(34.0255, -118.3236)"
0000622460-0001-3,HARE K NATH,,3732 W 3RD STREET,LOS ANGELES,90020-2305,3732 3RD 90020-2305,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,05/01/2002,,"(34.069, -118.297)"
0002690214-0001-6,NOE GUZMAN GARCIA,QUICKY'S MINIMART,984 W VERNON AVENUE,LOS ANGELES,90037-3039,984 VERNON 90037-3039,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,07/02/2013,,"(34.0036, -118.2911)"
0002429401-0005-8,NUMERO UNO ACQUISITIONS LLC,NUMERO UNO MARKET,1309 S ALVARADO STREET,LOS ANGELES,90006-4901,1309 ALVARADO 90006-4901,6701 WILSON AVENUE,LOS ANGELES,90001-2165,445100,Grocery stores (including supermarkets & convenience stores without gas),1,04/17/2009,,"(34.0467, -118.2829)"
0003004967-0001-9,EDILBERTO RODRIGUEZ MONTEZ,MINI MARKET RODRIGUEZ,11408 S MAIN STREET,LOS ANGELES,90061-1812,11408 MAIN 90061-1812,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),15,09/01/2017,,"(33.9309, -118.2738)"
0003139673-0001-1,SARI-SARI 88 LLC,BAHAY NATIN SEAFOOD MARKET,9903   VENICE BLVD,LOS ANGELES,90034-5111,9903 VENICE 90034-5111,9903   VENICE BLVD,LOS ANGELES,90034-5111,445100,Grocery stores (including supermarkets & convenience stores without gas),5,08/01/2019,,"(34.0235, -118.3992)"
0000360452-0001-3,LA BROADWAY MARKET INC,,8408 S BROADWAY,LOS ANGELES,90003-3329,8408 BROADWAY 90003-3329,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,04/01/1996,,"(33.963, -118.2782)"
0000579716-0001-4,TAPOVAN INC,7 ELEVEN 2136-33028A | 7 ELEVEN STORE 33028B,2200 W SUNSET BLVD,LOS ANGELES,90026-3002,2200 SUNSET 90026-3002,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),13,12/12/2001,,"(34.0778, -118.266)"
0003014885-0001-5,ANUTTAR BARUA & SHIMUL BARUA,BENGAL BARUA GROUP OF COMPANY INC / BENGAL LIQUOR,3600  1/4 W 3RD STREET,LOS ANGELES,90020-2008,3600 3RD 90020-2008,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,11/03/2017,,"(34.0689, -118.2946)"
0000146476-0001-9,DAILY FOOD MARKET INC,DAILY FOOD MARKET,2530 MAPLE AVENUE,LOS ANGELES,90011-1430,2530 MAPLE 90011-1430,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,01/15/2004,,"(34.024, -118.265)"
0002601351-0001-5,JIMMY PARK,IPC BANG,401 S VERMONT AVENUE #14,LOS ANGELES,90020-1983,401 VERMONT 90020-1983,102 S SERRANO AVENUE,LOS ANGELES,90004-5210,445100,Grocery stores (including supermarkets & convenience stores without gas),13,03/01/2012,,"(34.0673, -118.2916)"
0003164244-0001-4,CBD LIFE SOLUTIONS INC,,1833 W FLORENCE AVENUE,LOS ANGELES,90047-2124,1833 FLORENCE 90047-2124,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,11/12/2019,,"(33.9747, -118.3103)"
0002941029-0001-8,NESPRO INC,,2026 W 3RD STREET,LOS ANGELES,90057-2318,2026 3RD 90057-2318,2026 W 3RD STREET,LOS ANGELES,90057-2318,445100,Grocery stores (including supermarkets & convenience stores without gas),1,11/01/2016,,"(34.0625, -118.2719)"
0003211839-0001-4,BEYOND VEGAN LLC,BEYOND VEGAN FAIRFAX,485 S FAIRFAX AVENUE,LOS ANGELES,90036-3122,485 FAIRFAX 90036,6908   KNOWLTON PLACE,LOS ANGELES,90045-2497,445100,Grocery stores (including supermarkets & convenience stores without gas),5,09/15/2020,,"(34.0676, -118.3617)"
0002481810-0001-7,MAGDALENA DELFINA LEON PEDRAZA,MARIA ARANDA MINI MARKET,4703 COMPTON AVENUE,LOS ANGELES,90011-4307,4703 COMPTON 90011-4307,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,01/19/2010,,"(34.0009, -118.2477)"
0003152401-0001-1,MANZIL ASB CORP,7-ELEVEN STORE 38560A,3500 WILSHIRE BLVD,LOS ANGELES,90010-2309,3500 Wilshire 90010-2309,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),14,10/01/2019,,"(34.0614, -118.3008)"
0003204326-0001-1,AL WORAFI CORPORATION,A N B MINI MARKET,417 E 7TH STREET,LOS ANGELES,90014-2311,417 7th 90014-2311,417 E 7TH STREET,LOS ANGELES,90014-2311,445100,Grocery stores (including supermarkets & convenience stores without gas),14,08/23/2020,,"(34.0418, -118.2478)"
0003154731-0001-1,MANUEL DE JESUS PORTILLO RODRIGUEZ,NELY'S MARKET & DISCOUNT STORE,728 VINE STREET,LOS ANGELES,90038-3714,728 Vine 90038-3714,5843 CAMERFORD AVENUE #7,LOS ANGELES,90038-3867,445100,Grocery stores (including supermarkets & convenience stores without gas),14,10/11/2019,,"(34.0843, -118.3264)"
0000782419-0001-0,NAT ENTERPRISES INC,7 ELEVEN STORE #16950E,3100 BEVERLY BLVD,LOS ANGELES,90057-1016,3100 BEVERLY 90057-1016,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),13,07/01/2004,,"(34.0718, -118.2822)"
0003266508-0001-2,DEEB MARKETS,LA MEXICANA MEAT MARKET,5392   POPLAR BLVD,LOS ANGELES,90032-1724,5392 POPLAR 90032,5392   POPLAR BLVD,LOS ANGELES,90032-1724,445100,Grocery stores (including supermarkets & convenience stores without gas),14,09/01/2021,,"(34.0895, -118.1638)"
0000857413-0001-5,AFRICAN PRODUCE MARKET INC,AFRICAN PRODUCE MKS INC | AFRICAN PRODUCE MKT. INC,4564 W WASHINGTON BLVD,LOS ANGELES,90016-1741,4564 WASHINGTON 90016-1741,4564 W WASHINGTON BLVD,LOS ANGELES,90016-1741,445100,Grocery stores (including supermarkets & convenience stores without gas),10,09/01/1991,,"(34.0397, -118.339)"
0000536949-0001-8,HARJEET/VIRINDER GILL,7-ELEVEN STORE 23169B,1075 S FAIRFAX AVENUE,LOS ANGELES,90019-4402,1075 FAIRFAX 90019-4402,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),10,06/17/1986,,"(34.0563, -118.3646)"
0000692182-0001-0,EUH HI CHOI/SUNNY SUN CHU CHOI,COMPTON MARKET & LIQUOR,4187 COMPTON AVENUE,LOS ANGELES,90011-3331,4187 COMPTON 90011-3331,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,08/29/2002,,"(34.0067, -118.2473)"
0000396536-0002-3,ARMANDO PUENTE,SELECTA SUPERMARKET,4364 W 3RD STREET,LOS ANGELES,90020-3825,4364 3RD 90020-3825,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,08/01/2008,,"(34.0689, -118.3094)"
0003150567-0001-4,GOAL VENTURE INC,STOP SHOP MARKET,4925   HOOPER AVENUE,LOS ANGELES,90011-4227,4925 HOOPER 90011,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,09/23/2019,,"(33.9983, -118.2522)"
0002879323-0001-7,HANIBI CORPORATION,UNIVERSAL GROCERY STORE,7511 S CENTRAL AVENUE,LOS ANGELES,90001-2426,7511 CENTRAL 90001-2426,7511 S CENTRAL AVENUE,LOS ANGELES,90001-2426,445100,Grocery stores (including supermarkets & convenience stores without gas),9,11/01/2015,,"(33.9717, -118.2567)"
0000895315-0001-7,EEL SEON YOO BIBIANA J YOO,J MARKET,8253 W 3RD STREET,LOS ANGELES,90048-4315,8253 3RD 90048-4315,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),5,12/12/1991,,"(34.0725, -118.3693)"
0002622832-0001-3,UNO MART INC,UNO PRODUCE MARKET #5,6655 N FIGUEROA STREET,LOS ANGELES,90042-2027,6655 FIGUEROA 90042-2027,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,06/01/2012,,"(34.1233, -118.1852)"
0000105439-0001-5,SILOM SUPERMARKET INC,SILOM SUPERMARKET,5321 HOLLYWOOD BLVD,LOS ANGELES,90027-4910,5321 HOLLYWOOD 90027-4910,1100 N MAIN STREET,LOS ANGELES,90012-1832,445100,Grocery stores (including supermarkets & convenience stores without gas),13,05/01/1993,,"(34.1017, -118.3062)"
